PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201400714715	25113822	Article		Dark matter in archaeal genomes: a rich source of novel mobile elements, defense systems and secretory complexes		Makarova, Kira S.; Wolf, Yuri I.; Forterre, Patrick; Prangishvili, David; Krupovic, Mart; Koonin, Eugene V. (koonin@ncbi.nlm.nih.gov)									Extremophiles		2014	SEP 2014	18	5	877-893	877	893	English						Microbial genomes encompass a sizable fraction of poorly characterized, narrowly spread fast-evolving genes. Using sensitive methods for sequences comparison and protein structure prediction, we performed a detailed comparative analysis of clusters of such genes, which we denote "dark matter islands", in archaeal genomes. The dark matter islands comprise up to 20 % of archaeal genomes and show remarkable heterogeneity and diversity. Nevertheless, three classes of entities are common in these genomic loci: (a) integrated viral genomes and other mobile elements; (b) defense systems, and (c) secretory and other membrane-associated systems. The dark matter islands in the genome of thermophiles and mesophiles show similar general trends of gene content, but thermophiles are substantially enriched in predicted membrane proteins whereas mesophiles have a greater proportion of recognizable mobile elements. Based on this analysis, we predict the existence of several novel groups of viruses and mobile elements, previously unnoticed variants of CRISPR-Cas immune systems, and new secretory systems that might be involved in stress response, intermicrobial conflicts and biogenesis of novel, uncharacterized membrane structures.	Koonin, Eugene V.; Natl Lib Med, Natl Ctr Biotechnol Informat, Bethesda, MD 20894 USA		Krupovic, Mart/I-4209-2012	Krupovic, Mart/0000-0001-5486-0098; Wolf, Yuri/0000-0002-0247-8708	0	23		72	32	33			Genetics & Heredity	1431-0651	1433-4909	10.1007/s00792-014-0672-7		Molecular Genetics (Biochemistry and Molecular Biophysics)	03502, Genetics - General; 31000, Physiology and biochemistry of bacteria; 31500, Genetics of bacteria and viruses	Bacteria, Microorganisms; Archaeobacteria, Bacteria, Microorganisms; Archaeobacteria [09400]; [archaea]		membrane protein/genomic island/mobile element/CRISPR-Cas/defense system/secretory complex							stress response, dark matter	Other Gold, Green Published			2020-10-14	
J	BCI:BCI201400670588	25119473	Article		Unveiling viral-host interactions within the 'microbial dark matter'		Martinez-Garcia, Manuel; Santos, Fernando (anton@ua.es) ; Moreno-Paz, Mercedes; Parro, Victor; Anton, Josefa									Nature Communications		2014	AUG 2014	5		Article No.: 4542	4542		English						Viruses control natural microbial communities. Identification of virus-host pairs relies either on their cultivation or on metagenomics and tentative assignment based on genomic signatures. Both approaches have severe drawbacks when aiming to target such pairs within the uncultured majority. Here we present an unambiguous way to assign viruses to hosts that does not rely on any previous information about either of them nor requires their cultivation. First, genomic contents of individual cells present in an environmental sample are retrieved by means of single-cell genomic technologies. Then, individual cell genomes are hybridized against a set of individual viral genomes from the same sample, previously immobilized on a microarray. Infected cells will yield positive hybridization as they carry viral genomes, which can be then sequenced and characterized. Using this method, we pinpoint viruses infecting the ubiquitous hyperhalophilic Nanohaloarchaeota, included in the so-called 'microbial dark matter' (the uncultured fraction of the microbial world).	Martinez-Garcia, Manuel; Univ Alicante, Dept Fisiol Genet and Microbiol, E-03080 Alicante, Spain		Parro, Victor/K-3788-2014; Paz, Mercedes Moreno/F-3517-2015; Anton, Josefa/L-5283-2014	Anton, Josefa/0000-0002-5823-493X; Martinez-Garcia, Manuel/0000-0001-5056-1525	1	32		43	34	38			Infectious Diseases; Genetics & Heredity	2041-1723		10.1038/ncomms5542		Infection; Genetics	03502, Genetics - General; 31000, Physiology and biochemistry of bacteria; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods	Bacteria, Microorganisms; Archaeobacteria, Bacteria, Microorganisms; Archaeobacteria [09400]; [Nanohaloarchaeota; (host)]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Virus; (pathogen)]	viral infection; Virus Diseases (MeSH); viral disease						sequencing; laboratory techniques, genetic techniques/microarray; laboratory techniques, genetic techniques/single-cell genomic technology; laboratory techniques, genetic techniques		genomic content, cell genome, viral-host interaction, microbial world, microbial dark matter	DOAJ Gold			2020-10-14	
P	BCI:BCI201400733349		Patent		Formulation of dual cycloxygenase (COX) and lipoxygenase (LOX) inhibitors for mammal skin care		Jia, Qi				US 08790724	Unigen Inc	July 29, 2014	USA	424-741	Official Gazette of the United States Patent and Trademark Office Patents		2014	JUL 29 2014						English						The present invention provides a novel composition of matter comprised of a mixture of two specific classes of compounds-Free-B-Ring flavonoids and flavans-for use in the prevention and treatment of diseases and conditions associated with the skin. This composition of matter simultaneously inhibits cyclooxygenase (COX) and lipoxygenase (LOX) enzymatic activity in normal, aged and damaged dermal cells and tissues. This invention further provides a method for the prevention and treatment of diseases and conditions of the skin mediated by cyclooxygenase (COX) and lipoxygenase (LOX). The method for preventing and treating COX and LOX mediated diseases and conditions of the skin is comprised of topically administering to a host in need thereof a therapeutically effective amount of a composition comprising a mixture of Free-B-Ring flavonoids and flavans synthesized and/or isolated from a single plant or multiple plants, preferably in the Scutellaria and Acacia genus of plants and pharmaceutically and/or cosmetically acceptable carriers. Finally the present invention provides a method for the prevention and treatment of COX and LOX mediated diseases and conditions, including but not limited to sun burns, thermal burns, acne, topical wounds, minor inflammatory conditions caused by fungal, microbial and viral infections, vitilago, systemic lupus erythromatosus, psoriasis, carcinoma, melanoma, as well as other mammal skin cancers, skin damage resulting from exposure to ultraviolet (UV) radiation, chemicals, heat, wind and dry environments, wrinkles, saggy skin, lines and dark circles around the eyes, dermatitis and other allergy related conditions of the skin. Use of the composition described herein also affords the benefit of smooth and youthful skin with improved elasticity, reduced and delayed aging, enhanced youthful appearance and texture, and increased flexibility, firmness, smoothness and suppleness.	Olympia, WA USA				0	0		0	0	0			Pharmacology & Pharmacy; Science & Technology - Other Topics; Dermatology	0098-1133				Pharmacology; Methods and Techniques; Dermatology (Human Medicine, Medical Sciences)	12512, Pathology - Therapy; 18506, Integumentary system - Pathology; 22002, Pharmacology - General; 22020, Pharmacology - Integumentary system, dental and oral biology			dual cycloxygenase (COX)-lipoxygenase (LOX) inhibitors mammal skin care formulation; dermatological-drug					dual cycloxygenase (COX)-lipoxygenase (LOX) inhibitors based skin diseases treating/preventing method; therapeutic and prophylactic techniques, clinical techniques						2020-10-14	
J	BCI:BCI201400740310	24929085	Article		DNA-Dependent RNA Polymerase Detects Hidden Giant Viruses in Published Databanks		Sharma, Vikas; Colson, Philippe; Giorgi, Roch; Pontarotti, Pierre; Raoult, Didier (didier.raoult@gmail.com)									Genome Biology and Evolution		2014	JUL 2014	6	7	1603-1610	1603	1610	English						Environmental metagenomic studies show that there is a "darkmatter," composed of sequences not linked to any known organism, as determined mainly using ribosomal DNA (rDNA) sequences, which therefore ignore giant viruses. DNA-dependent RNA polymerase (RNAP) genes are universal in microbes and conserved in giant viruses and may replace rDNA for identifying microbes. We found while reconstructing RNAP subunit 2 (RNAP2) phylogeny that a giant virus sequenced together with the genome of a large eukaryote, Hydra magnipapillata, has been overlooked. To explore the dark matter, we used viral RNAP2 and reconstructed putative ancestral RNAP2, which were significantly superior in detecting distant clades than current sequences, and we revealed two additional unknown mimiviruses, misclassified as an euryarchaeote and an oomycete plant pathogen, and detected unknown putative viral clades. We suggest using RNAP systematically to decipher the black matter and identify giant viruses.	Raoult, Didier; Aix Marseille Univ, URMITE, INSERM, UM63,CNRS 7278,IRD 198,U1095, Marseille, France		Colson, Philippe/P-6355-2014; Sharma, Vikas/O-2937-2016; GIORGI, Roch/A-6438-2009	Colson, Philippe/0000-0001-6285-0308; GIORGI, Roch/0000-0001-6135-3078; Pierre, Pontarotti/0000-0001-7202-3648; raoult, didier/0000-0002-0633-5974	0	9		31	22	24			Genetics & Heredity; Evolutionary Biology	1759-6653	1759-6653	10.1093/gbe/evu128		Molecular Genetics (Biochemistry and Molecular Biophysics); Population Genetics (Population Studies); Evolution and Adaptation	01500, Evolution; 03502, Genetics - General; 03504, Genetics - Plant; 03506, Genetics - Animal; 03509, Genetics - Population genetics; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods; 64008, Invertebrata: comparative, experimental morphology, physiology and pathology - Cnidaria	Invertebrata, Animalia; Animals, Invertebrates; Cnidaria [41000]; [Hydra magnipapillata]/Fungi, Plantae; Fungi, Microorganisms, Nonvascular Plants, Plants; Phycomycetes [15900]; [oomycete]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Viruses]		ribosomal DNA/DNA-dependent RNA polymerase; (EC 2.7.7.6)/RNAP2	Viruses RNAP gene [Viruses]						phylogeny	DOAJ Gold, Green Published			2020-10-14	
J	BCI:BCI201400170144	23978054	Article		Sunlight-Induced Inactivation of Human Wa and Porcine OSU Rotaviruses in the Presence of Exogenous Photosensitizers		Romero-Maraccini, Ofelia C.; Sadik, Nora J.; Rosado-Lausell, Sahid L.; Pugh, Charles R.; Niu, Xi-Zhi; Croue, Jean-Philippe; Nguyen, Thanh H. (thn@illinois.edu)									Environmental Science & Technology		2013	OCT 1 2013	47	19	11004-11012	11004	11012	English						Human rotavirus Wa and porcine rotavirus OSU solutions were irradiated with simulated solar UV and visible light in the presence of different photosensitizers dissolved in buffered solutions. For human rotavirus, the exogenous effects were greater than the endogenous effects under irradiation with full spectrum and UVA and visible light at 25 degrees C. For porcine rotavirus, the exogenous effects with UVA and visible light irradiation were only observed at high temperatures, >40 degrees C. The results from dark experiments conducted at different temperatures suggest that porcine rotavirus has higher thermostability than human rotavirus. Concentrations of 3'-MAP excited triplet states of 1.8 fM and above resulted in significant human rotavirus inactivation. The measured excited triplet state concentrations of <= 0.45 fM produced by UVA and visible light irradiation of natural dissolved organic matter solutions were likely not directly responsible for rotavirus inactivation. Instead, the linear correlation for human rotavirus inactivation rate constant (k(obs)) with the phenol degradation rate constant (k(exp)) found in both 1 mM NaHCO3 and 1 mM phosphate-buffered solutions suggested that OH radical was a major reactive species for the exogenous inactivation of rotaviruses. Linear correlations between rotavirus kobs and specific UV254 nm absorbance of two river-dissolved organic matter and two effluent organic matter isolates indicated that organic matter aromaticity may help predict formation of radicals responsible for rotavirus inactivation. The results from this study also suggested that the differences in rotavirus strains should be considered when predicting solar inactivation of rotavirus in sunlit surface waters.	Nguyen, Thanh H.; Univ Illinois, Dept Civil and Environm Engn, Newmark Lab 3230, 205 North Mathews, Urbana, IL 61801 USA		nguyen, thanh/G-1792-2017	Niu, Xi-Zhi/0000-0003-3461-8266	0	34		58	24	28			Infectious Diseases; Environmental Sciences & Ecology; Public, Environmental & Occupational Health	0013-936X	1520-5851	10.1021/es402285u		Infection; Sanitation	10060, Biochemistry studies - General; 33502, Virology - General and methods; 37014, Public health - Sewage disposal and sanitary measures	dsRNA Viruses, Viruses, Microorganisms; Double-Stranded RNA Viruses, Microorganisms, Viruses; Reoviridae [03402]; [Porcine rotavirus; (pathogen)] [Human rotavirus; (pathogen; strain-Wa)]	Rotavirus infection; viral disease	sodium carbonate/phenol/hydroxy radical/reactive species/phosphate-buffer/photosensitizer; (disinfectant)/capsid amino acid					dark experiment; laboratory techniques		dissolved organic matter, high temperature, viral inactivation, visible light, degradation rate constant, visible light irradiation, effluent organic matter, inactivation rate constant, sunlit surface water, solar inactivation, organic matter aromaticity, higher thermostability, triplet state concentration				2020-10-14	
J	BCI:BCI201300749273	24036533	Article		Genome signature-based dissection of human gut metagenomes to extract subliminal viral sequences		Ogilvie, Lesley A.; Bowler, Lucas D.; Caplin, Jonathan; Dedi, Cinzia; Diston, David; Cheek, Elizabeth; Taylor, Huw; Ebdon, James E.; Jones, Brian V. (B.V.Jones@Brighton.ac.uk)									Nature Communications		2013	SEP 2013	4		Article No.: 2420	2420		English						Bacterial viruses (bacteriophages) have a key role in shaping the development and functional outputs of host microbiomes. Although metagenomic approaches have greatly expanded our understanding of the prokaryotic virosphere, additional tools are required for the phage-oriented dissection of metagenomic data sets, and host-range affiliation of recovered sequences. Here we demonstrate the application of a genome signature-based approach to interrogate conventional whole-community metagenomes and access subliminal, phylogenetically targeted, phage sequences present within. We describe a portion of the biological dark matter extant in the human gut virome, and bring to light a population of potentially gut-specific Bacteroidales-like phage, poorly represented in existing virus like particle-derived viral metagenomes. These predominantly temperate phage were shown to encode functions of direct relevance to human health in the form of antibiotic resistance genes, and provided evidence for the existence of putative 'viral-enterotypes' among this fraction of the human gut virome.	Jones, Brian V.; Univ Brighton, Sch Pharm and Biomol Sci, Ctr Biomed and Hlth Sci Res, Brighton BN2 4GJ, E Sussex, UK			Ebdon, James/0000-0003-0649-8076; Jones, Brian/0000-0002-1211-9186; Ogilvie, Lesley/0000-0001-9794-2915; Bowler, Lucas/0000-0002-7004-8021	0	39		60	40	49			Genetics & Heredity; Gastroenterology & Hepatology	2041-1723		10.1038/ncomms3420		Molecular Genetics (Biochemistry and Molecular Biophysics); Digestive System (Ingestion and Assimilation)	03502, Genetics - General; 03506, Genetics - Animal; 03508, Genetics - Human; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 14004, Digestive system - Physiology and biochemistry; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (adult; male)]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Bacteroidales-like phage]		antibiotic resistance genes		HE608841; GenBank, EMBL, DDJB; nucleotide sequence/FJ008913.1; GenBank, EMBL, DDJB; nucleotide sequence			genome signature-based approach; laboratory techniques, genetic techniques	gut; digestive system	metagenome, subliminal viral sequence, biological dark matter extant, phylogenetically targeted phage sequence	DOAJ Gold, Green Published			2020-10-14	
J	BCI:BCI201300542418		Meeting	Meeting Abstract	JC virus infection of neurons in the CNS gray matter: the dark side of PML		Koralnik, Igor									Journal of Neurovirology		2013	JUN 2013	19	3	285	285		English		5th International Conference on Polyomaviruses and Human Diseases - Basic and Clinical Perspectives	Stresa, ITALY	May 09 -11, 2013			Koralnik, Igor; Harvard Univ, Beth Israel Deaconess Med Ctr, Sch Med, Div Neuro Virol, Boston, MA 02215 USA				0	1		0	0	0			Biochemistry & Molecular Biology; Immunology; Infectious Diseases; Neurosciences & Neurology	1355-0284	1538-2443			Biochemistry and Molecular Biophysics; Clinical Immunology (Human Medicine, Medical Sciences); Infection; Neurology (Human Medicine, Medical Sciences)	00520, General biology - Symposia, transactions and proceedings; 02506, Cytology - Animal; 02508, Cytology - Human; 10060, Biochemistry studies - General; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 20504, Nervous system - Physiology and biochemistry; 20506, Nervous system - Pathology; 33502, Virology - General and methods; 34508, Immunology - Immunopathology, tissue immunology; 36006, Medical and clinical microbiology - Virology	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (host)]/dsDNA Viruses, Viruses, Microorganisms; Double-Stranded DNA Viruses, Microorganisms, Viruses; Polyomaviridae [03117]; [JC virus; JC polyomavirus; (pathogen)]/DNA and RNA Reverse Transcribing Viruses, Viruses, Microorganisms; DNA and RNA Reverse Transcribing Viruses, Microorganisms, Viruses; Retroviridae [03305]; [HIV; Human immunodeficiency virus; (pathogen)]	encephalopathy; nervous system disease/demyelination; nervous system disease/cerebellar atrophy; nervous system disease/JC virus infection; viral disease/HIV infection; human immunodeficiency virus infection; viral disease, immune system disease/progressive multifocal leukoencephalopathy; PML; Leukoencephalopathy, Progressive Multifocal (MeSH); nervous system disease, viral disease; etiology/granule cell neuronopathy; nervous system disease	VP1 capsid protein/major capsid protein					PCR; polymerase chain reaction; laboratory techniques, genetic techniques/cloning; laboratory techniques, genetic techniques/laser capture microdissection; laboratory techniques, histology and cytology techniques/sequencing; laboratory techniques, genetic techniques/immunohistochemistry; laboratory techniques, immunologic techniques/electron microscopy; clinical techniques, diagnostic techniques	brain; nervous system/gray matter; nervous system/white matter; nervous system/glial cell; nervous system/astrocyte; nervous system/CNS; central nervous system; nervous system/oligodendrocyte; nervous system/cortical pyramidal neuron; nervous system/granule cell neuron; nervous system					2020-10-14	
J	BCI:BCI201400207734	24200126	Article		Metabolic reprogramming by viruses in the sunlit and dark ocean		Hurwitz, Bonnie L.; Hallam, Steven J. (shallam@mail.ubc.ca) ; Sullivan, Matthew B. (mbsulli@email.arizona.edu)									Genome Biology		2013		14	11	Article No.: R123	R123		English						Background: Marine ecosystem function is largely determined by matter and energy transformations mediated by microbial community interaction networks. Viral infection modulates network properties through mortality, gene transfer and metabolic reprogramming.Results: Here we explore the nature and extent of viral metabolic reprogramming throughout the Pacific Ocean depth continuum. We describe 35 marine viral gene families with potential to reprogram metabolic flux through central metabolic pathways recovered from Pacific Ocean waters. Four of these families have been previously reported but 31 are novel. These known and new carbon pathway auxiliary metabolic genes were recovered from a total of 22 viral metagenomes in which viral auxiliary metabolic genes were differentiated from low-level cellular DNA inputs based on small subunit ribosomal RNA gene content, taxonomy, fragment recruitment and genomic context information. Auxiliary metabolic gene distribution patterns reveal that marine viruses target overlapping, but relatively distinct pathways in sunlit and dark ocean waters to redirect host carbon flux towards energy production and viral genome replication under low nutrient, niche-differentiated conditions throughout the depth continuum.Conclusions: Given half of ocean microbes are infected by viruses at any given time, these findings of broad viral metabolic reprogramming suggest the need for renewed consideration of viruses in global ocean carbon models.	Hallam, Steven J.; Univ British Columbia, Dept Microbiol and Immunol, Vancouver, BC V6T 1Z4, Canada		Sullivan, Matthew B/H-3256-2011	Sullivan, Matthew B/0000-0003-4040-9831	0	29		68	78	89			Infectious Diseases; Endocrinology & Metabolism; Genetics & Heredity; Environmental Sciences & Ecology; Marine & Freshwater Biology	1474-760X	1474-760X	10.1186/gb-2013-14-11-r123		Infection; Metabolism; Molecular Genetics (Biochemistry and Molecular Biophysics); Marine Ecology (Ecology, Environmental Sciences)	03502, Genetics - General; 07512, Ecology: environmental biology - Oceanography; 10062, Biochemistry studies - Nucleic acids, purines and pyrimidines; 13002, Metabolism - General metabolism and metabolic pathways	Microorganisms; Microorganisms; Microorganisms [01000]; [microbe]	viral infection; Virus Diseases (MeSH); viral disease; etiology	DNA/genes/DNase; (EC 3.1.21.1)/small subunit ribosomal RNA/viral particles/gene families			Pacific Ocean; Pacific Ocean				central metabolic pathway, microbial community interaction, viral metagenome, marine ecosystem function, viral metabolic reprogramming, carbon flux pathway	DOAJ Gold, Green Published			2020-10-14	
J	BCI:BCI201200740763	23014845	Article	Editorial	Early Diagnosis of Hepatocellular Carcinoma by MicroRNAs: Shining a Light from the Genome's "Dark Matter"		Corvalan, Alejandro H. (corvalan@med.puc.cl)									Digestive Diseases and Sciences		2012	NOV 2012	57	11	2737-2739	2737	2739	English							Corvalan, Alejandro H.; Pontificia Univ Catolica Chile, Sch Med, Dept Hematol and Oncol, Marcoleta 391, Santiago 8330074, Chile			Corvalan, Alejandro/0000-0001-5492-3853	0	4		24	8	10			Infectious Diseases; Gastroenterology & Hepatology; Medical Laboratory Technology; Genetics & Heredity; Oncology	0163-2116	1573-2568	10.1007/s10620-012-2384-0		Infection; Gastroenterology (Human Medicine, Medical Sciences); Clinical Chemistry (Allied Medical Sciences); Molecular Genetics (Biochemistry and Molecular Biophysics); Oncology (Human Medicine, Medical Sciences)	03502, Genetics - General; 03508, Genetics - Human; 10006, Clinical biochemistry - General methods and applications; 10064, Biochemistry studies - Proteins, peptides and amino acids; 12502, Pathology - General; 12504, Pathology - Diagnostic; 14006, Digestive system - Pathology; 15002, Blood - Blood and lymph studies; 15004, Blood - Blood cell studies; 24001, Neoplasms - Diagnostic methods; 24004, Neoplasms - Pathology, clinical aspects and systemic effects; 31500, Genetics of bacteria and viruses; 33502, Virology - General and methods; 36006, Medical and clinical microbiology - Virology	Positive Sense ssRNA Viruses, Viruses, Microorganisms; Microorganisms, Positive Sense Single-Stranded RNA Viruses, Viruses; Flaviviridae [03615]; [Hepatitis C virus; HCV; (pathogen)]/DNA and RNA Reverse Transcribing Viruses, Viruses, Microorganisms; DNA and RNA Reverse Transcribing Viruses, Microorganisms, Viruses; Hepadnaviridae [03301]; [Hepatitis B virus; HBV; (pathogen)]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (host)]	hepatocellular carcinoma; Carcinoma, Hepatocellular (MeSH), Liver Neoplasms (MeSH); digestive system disease, neoplastic disease; diagnosis/cirrhosis; Liver Cirrhosis (MeSH); digestive system disease; pathology, diagnosis/hepatitis C virus infection; digestive system disease, viral disease; etiology, diagnosis/Hepatitis B virus infection; digestive system disease, viral disease; etiology, diagnosis	gene; (expression)/microRNAs/alpha-fetoprotein; (biomarker)/Dickkopf-1; DKK1; (biomarker)					abdominal ultrasonography; clinical techniques, diagnostic techniques	serum; blood and lymphatics/plasma; blood and lymphatics		Green Published			2020-10-14	
J	BCI:BCI201200510208	22391799	Article		Seasonal Depth-Related Gradients in Virioplankton: Lytic Activity and Comparison with Protistan Grazing Potential in Lake Pavin (Frsnce)		Colombet, Jonathan; Sime-Ngando, Telesphore (telesphore.sime-ngando@univ-bpclermont.fr)									Microbial Ecology		2012	JUL 2012	64	1	67-78	67	78	English						This study presents an original depth-related survey of virioplankton lytic activity in relation to prokaryotic production and potential protistan bacterivory in the deep (Z (max) = 92 m) meromictic volcanic Lake Pavin (Massif Central, France). The sampling strategy was designed to be representative of the physico-chemical gradients of the water column of the lake, and of the seasonal variability as well, i.e. 12 different depths sampled in triplicates from April to December 2005. In the space, viral lytic activity estimated from the frequency of visibly infected prokaryotic cells and from burst size over the study period generally decreased with depth. This was viewed as a paradox compared to the abundances of viruses and prokaryotes and to the prokaryotic production which increased with depth. The seasonal variability in viral lytic activity was correlated with prokaryotic variables (abundance and production) in the deepest waters, i.e. from the hypolimnion downwards. Compared to previous studies known from the mixolimnion, we conclude that the deep waters in Lake Pavin represent an exclusive environment for heterotrophic prokaryotes whose seasonal activity offers an optimal and unique resource for thriving viral communities, some of which may be typical, endemic to the ambient dark, cold and stable deep water masses. Overall, the main findings in the present study get well around a previous statement that the ecology of the deepest waters of Lake Pavin is essentially driven by the dark viral loop (dissolved organic matter-prokaryotes-viruses) processes, which can sequester organic matters and nutrients for a long-lived turnover time. This is in agreement with recent demonstrations from marine systems that meso- and bathypelagic waters are optimal environments for viral survival and proliferation.	Sime-Ngando, Telesphore; Clermont Univ Blaise Pascal, UMR CNRS 6023, Lab Microorganismes Genome and Environm, 24 Ave Landais,BP 80026, F-63171 Aubiere, France		Sime-Ngando, Telesphore/M-4134-2019	Sime-Ngando, Telesphore/0000-0002-7240-5803	0	19		71	7	7			Meteorology & Atmospheric Sciences; Environmental Sciences & Ecology; Marine & Freshwater Biology	0095-3628	1432-184X	10.1007/s00248-012-0032-z		Climatology (Environmental Sciences); Marine Ecology (Ecology, Environmental Sciences)	07504, Ecology: environmental biology - Bioclimatology and biometeorology; 07512, Ecology: environmental biology - Oceanography; 33502, Virology - General and methods	Microorganisms; Microorganisms; Microorganisms [01000]; [protist]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [virioplankton; (pathogen)]					Massif Central; France, Europe; Palearctic region/Lake Pavin; France, Europe; Palearctic region				dissolved organic matter, prokaryotic production, grazing potential, seasonal depth-related gradient				2020-10-14	
J	BCI:BCI201200499326	22558115	Article		Comparative (Meta)genomic Analysis and Ecological Profiling of Human Gut-Specific Bacteriophage phi B124-14		Ogilvie, Lesley A.; Caplin, Jonathan; Dedi, Cinzia; Diston, David; Cheek, Elizabeth; Bowler, Lucas; Taylor, Huw; Ebdon, James; Jones, Brian V. (B.V.Jones@Brighton.ac.uk)									PLoS One		2012	APR 25 2012	7	4	Article No.: e35053	e35053		English						Bacteriophage associated with the human gut microbiome are likely to have an important impact on community structure and function, and provide a wealth of biotechnological opportunities. Despite this, knowledge of the ecology and composition of bacteriophage in the gut bacterial community remains poor, with few well characterized gut-associated phage genomes currently available. Here we describe the identification and in-depth (meta) genomic, proteomic, and ecological analysis of a human gut-specific bacteriophage (designated phi B124-14). In doing so we illuminate a fraction of the biological dark matter extant in this ecosystem and its surrounding eco-genomic landscape, identifying a novel and uncharted bacteriophage gene-space in this community. phi B124-14 infects only a subset of closely related gut-associated Bacteroides fragilis strains, and the circular genome encodes functions previously found to be rare in viral genomes and human gut viral metagenome sequences, including those which potentially confer advantages upon phage and/or host bacteria. Comparative genomic analyses revealed phi B124-14 is most closely related to phi B40-8, the only other publically available Bacteroides sp. phage genome, whilst comparative metagenomic analysis of both phage failed to identify any homologous sequences in 136 non-human gut metagenomic datasets searched, supporting the human gut-specific nature of this phage. Moreover, a potential geographic variation in the carriage of these and related phage was revealed by analysis of their distribution and prevalence within 151 human gut microbiomes and viromes from Europe, America and Japan. Finally, ecological profiling of phi B124-14 and phi B40-8, using both gene-centric alignment-driven phylogenetic analyses, as well as alignment-free gene-independent approaches was undertaken. This not only verified the human gut-specific nature of both phage, but also indicated that these phage populate a distinct and unexplored ecological landscape within the human gut microbiome.	Ogilvie, Lesley A.; Univ Brighton, Sch Pharm and Biomol Sci, Ctr Biomed and Hlth Sci Res, Brighton, E Sussex, UK			Ogilvie, Lesley/0000-0001-9794-2915; Jones, Brian/0000-0002-1211-9186; Bowler, Lucas/0000-0002-7004-8021; Ebdon, James/0000-0003-0649-8076	0	23		92	27	33			Gastroenterology & Hepatology	1932-6203	1932-6203	10.1371/journal.pone.0035053		Digestive System (Ingestion and Assimilation)	14004, Digestive system - Physiology and biochemistry; 31000, Physiology and biochemistry of bacteria; 33502, Virology - General and methods	Anaerobic Gram-Negative Rods, Eubacteria, Bacteria, Microorganisms; Bacteria, Eubacteria, Microorganisms; Bacteroidaceae [06901]; [Bacteroides fragilis; (host; strain-GB-124)]/Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human]/Microorganisms; Microorganisms, Viruses; Viruses [03000]; [Bacteriophage; (pathogen; strain-B124-14)]					Europe; Palearctic region/Japan; Asia; Palearctic region/American Samoa; South; Pacific Ocean		proteomic analysis; laboratory techniques, genetic techniques/comparative metagenomic analysis; laboratory techniques, genetic techniques/ecological profiling; applied and field techniques/gene-centric alignment-driven phylogenetic analysis; mathematical and computer techniques	gut; digestive system	geographic variation, GenBank sequence data, viral genome sequence, gene-space, eco-genomic landscape, circular genome function, microbiome distribution	DOAJ Gold, Green Published			2020-10-14	
