PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200900170393	19141443			Analysis of the entire genomes of torque teno midi virus variants in chimpanzees: infrequent cross-species infection between humans and chimpanzees		Ninomiya, Masashi; Takahashi, Masaharu; Hoshino, Yu; Ichiyama, Koji; Simmonds, Peter; Okamoto, Hiroaki (hokamoto@jichi.ac.jp)									Journal of General Virology		2009	FEB 2009	90	Part 2	347-358	347	358							Humans are frequently infected with three anelloviruses which have circular DNA genomes of 3.6-3.9 kb [Torque teno virus (TTV)], 2.8-2.9 kb [Torque teno mini virus (TTMV)] and 3.2 kb [a recently discovered anellovirus named Torque teno midi virus (TTMDV)]. Unexpectedly, human TTMDV DNA was not detectable in any of 74 chimpanzees tested, although all but one tested positive for both human TTV and TTMV DNA. Using universal primers for anelloviruses, novel variants of TTMDV that are phylogenetically clearly separate from human TTMDV were identified from chimpanzees, and over the entire genome, three chimpanzee TTMDV variants differed by 17.9-20.3 % from each other and by 40.4-43.6 % from all 18 reported human TTMDVs. A newly developed PCR assay that uses chimpanzee TTMDV-specific primers revealed the high prevalence of chimpanzee TTMDV in chimpanzees (63/74, 85%) but low prevalence in humans (1/100). While variants of TTV and TTMV from chimpanzees and humans were phylogenetically interspersed, those of TTMDV were monophyletic for each species, with sequence diversity of <33 and <20 % within the 18 human and three chimpanzee TTMDV variants, respectively. Maximum within-group divergence values for TTV and TTMV were 51 and 57 %, respectively; both of these values were substantially greater than the maximum divergence among TTMDV variants (44 %), consistent with a later evolutionary emergence of TTMDV. However, substantiation of this hypothesis will require further analysis of genetic diversity using an expanded dataset of TTMDV variants in humans and chimpanzees. Similarly, the underlying mechanism of observed infrequent cross-species infection of TTMDV between humans and chimpanzees deserves further analysis.			Okamoto, Hiroaki/H-4371-2011	Okamoto, Hiroaki/0000-0003-0827-0964; Simmonds, Peter/0000-0002-7964-4700										0022-1317	1465-2099	10.1099/vir.0.007385-0																		
J	BCI:BCI201100583432				Development of a Real-Time TaqMan-PCR for the Detection of Porcine and Bovine Torque Teno Virus		Gagne, M-J.; Poitras, E.; Houde, A.; Brassard, J.									Abstracts of the General Meeting of the American Society for Microbiology		2009		109																									1060-2011																				
S	BCI:BCI200900103940	19230555			Classification of TTV and Related Viruses (Anelloviruses)		Biagini, P. (pbiagini-ets-ap@gulliver.fr)			De Villiers, EM; ZurHausen, H						Current Topics in Microbiology and Immunology	CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY	2009		331		21-33	21	33							Ten years after the identification of the first partial sequences of Torque teno virus (TTV), more than 200 full-length related genomes have been characterized in humans and in several animal species. As suspected in the earlier stages of their description, a considerable genetic variability characterizes TTV and related viruses, the current members of the floating genus Anellovirous. Since information related to anelloviruses diversity is in constant evolution, the challenge in their taxonomic classification is to take into account all pertinent parameters, along with the taxonomic situation of other viruses having circular single-stranded DNA genomes. Past, present and future phylogenetic and taxonomic considerations are exposed.			Biagini, Philippe/F-5170-2013											0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103941	19230556			TT Viruses in Animals		Okamoto, H. (hokamoto@jichi.ac.jp)			De Villiers, EM; ZurHausen, H						Current Topics in Microbiology and Immunology	CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY	2009		331		35-52	35	52							Infection with TT virus (Torque teno virus, TTV), a small, nonenveloped virus with a circular, single-stranded DNA genome classified in the floating genus Anellovirus, is not restricted to humans. Using highly conserved primers derived from the untranslated region of the human TTV genome, a variety of TTV-like viruses have been found circulating in nonhuman primates such as chimpanzees, macaques, and tamarins. TTV variants in nonhuman primates are species-specific, although some genetic groups of human and chimpanzee TTVs cluster to make human/chimpanzee clades. TTVs from macaques and tamarins are increasingly divergent from TTV variants infecting humans and chimpanzees. TTV-Iike mini virus (TTMV) infections have also been detected in chimpanzees, with genotypes distinct but interspersed with human TTMV genotypes. Pets are also naturally infected with species-specific TTVs, and several isolates have been found in cats and dogs. In addition, other mammals such as tupaias and pigs have species-specific TTVs: swine TTVs are found among pigs worldwide. The genomic organization and proposed transcriptional profiles of TTVs infecting nonhuman primate and other mammalian species are similar to those of human TTVs, and co-evolution of TTVs with their hosts has been suggested. To date, TTVs infecting nonhuman primates and other mammalian species have been under-examined. It is likely that essentially all animals are naturally infected with species-specific TTVs.			Okamoto, Hiroaki/H-4371-2011	Okamoto, Hiroaki/0000-0003-0827-0964										0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103939	19230554			History of Discoveries and Pathogenicity of TT Viruses		Okamoto, H. (hokamoto@jichi.ac.jp)			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		1-20	1	20							Since 1997, groups of novel nonenveloped DNA viruses with a circular, single-stranded (negative sense) DNA genome of 3.6-3.9 kb, 3.2 kb, or 2.8-2.9 kb in size have been discovered and designated Torque teno virus (TTV), Torque teno midi virus (TTMDV), and Torque teno mini virus (TTMV), respectively, in the floating genus Anellovirus. These three anelloviruses frequently and ubiquitously infect humans, and the infections are characterized by lifelong viremia and great genetic variability. Although TTV infection has been epidemiologically suggested to be associated with many diseases including liver diseases, respiratory disorders, hematological disorders, and cancer, there is no direct causal evidence for links between TTV infection and specific clinical diseases. The pathogenetic role of TTMV and TTMDV infections remains unknown. The changing ratio of the three anelloviruses to each other over time, relative viral load, or combination of different genotype(s) of each anellovirus may be associated with the pathogenicity or the disease-inducing potential of these three human anelloviruses. To clarify their disease association, polymerase chain reaction (PCR) systems for accurately detecting, differentiating, and quantitating all of the genotypes and/or genogroups of TTV, TTMDV, and TTMV should be established and standardized, as should methods to detect past infections and immunological responses to anellovirus infections.			Okamoto, Hiroaki/H-4371-2011	Okamoto, Hiroaki/0000-0003-0827-0964										0070-217X(print)		10.1007/978-3-540-70972-5_1	978-3-540-70971-8(H)																	
S	BCI:BCI200900103942	19230557			Replication of and Protein Synthesis by TT Viruses		Kakkola, L.; Hedman, K.; Qiu, J.; Pintel, D.; Soderlund-Venermo, M. (maria.soderlund-venermo@helsinki.fi)			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		53-64	53	64							The host cells and the events in the cells during Torque teno (TT) virus infection are at present unknown. Replicating TT virus DNA has been detected in liver, in peripheral blood mononuclear cells (PBMC), and in bone marrow. By alternative splicing this small virus generates three mRNA species, from which by alternative translation initiation at least six proteins are produced. The functions of the proteins are not yet fully understood. However, functions associated with, e.g., DNA replication, immunomodulation, and apoptosis have been suggested to reside in the multifunctional proteins of anelloviruses.			Soderlund-Venermo, Maria/AAX-2112-2020	Kakkola, Laura/0000-0001-9271-4059; Hedman, Klaus/0000-0003-1779-7960										0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103943	19230558			Immunobiology of the Torque Teno Viruses and Other Anelloviruses		Maggi, F. (maggif@biomed.unipi.it) ; Bendinelli, A.			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		65-90	65	90							Many features of the Torque teno virus and the other anelloviruses (AVs) that have been identified after this virus was discovered in 1997 remain elusive. The immunobiology of the AVs is no exception. However, evidence is progressively accumulating that at least some AVs have an interesting interplay with cells and soluble factors known to contribute to the homeostasis of innate and adaptive immunity. Evidence is also accumulating that this interplay can have a significant impact on how effectively an infected host can deal with superimposed infectious and non-infectious noxae. This review article discusses the scanty information available on these aspects and highlights the ones that would be more urgent to precisely understand in order to get an adequate assessment of how important for human health these extremely ubiquitous and pervasive viruses really are.			maggi, fabrizio/L-2974-2013	Maggi, Fabrizio/0000-0001-7489-5271										0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103944	19230559			Intragenomic Rearrangement in TT Viruses: A Possible Role in the Pathogenesis of Disease		de Villiers, E. -M. (e.devilliers@dkfz.de) ; Kimmel, R.; Leppik, L.; Gunst, K.			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		91-107	91	107							A role for the ubiquitous Torque teno (TT) viruses in the pathogenesis of disease has not been resolved. In vivo and in vitro intragenomic rearrangement of TT virus genomes has been demonstrated. Replication in cell culture of a subviral molecule (411 bp) occurs through oligomerisation of RNA transcripts. Although the functions of the respective TT viral genes, as well as the newly formed genes in the rearranged subviral molecules, are largely unknown, certain similarities to genes of plant viruses of the family Geminiviridae will be described. A degree of similarity to certain cellular genes poses the question as to a role of molecular mimicry in the pathogenesis of autoimmune disease and diabetes.				Leppik, Liudmila/0000-0003-0362-4727										0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103945	19230560			TT Viruses: Oncogenic or Tumor-Suppressive Properties?		zur Hausen, H. (zurhausen@dkfz-heidelberg.de) ; de Villiers, E. -M.			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		109-116	109	116							Torque teno (TT) viruses have been more frequently reported in malignant biopsies when compared to normal control tissue. The possible contribution of T-F virus infection to human carcinogenesis or the potential oncolytic functions of these virus infections are being discussed based on available experimental evidence. The data could suggest an involvement of TT virus infections as an indirect carcinogen by modulating T cell immune responses. Significant oncolytic functions, potentially mediated by the inhibition of nuclear factor (NF)-kappa B transcription factor or by apoptin-like gene activities, are emerging to be less likely.														0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103946	19230561			Relationship of Torque Teno Virus to Chicken Anemia Virus		Hino, S. (shg.hino@gmail.com) ; Prasetyo, A. A.			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		117-130	117	130							This chapter examines the correlation between Torque teno virus (TTV) and chicken anemia virus (CAV). Each has a circular single-stranded (ss)DNA genome with every one of its known open reading frames (ORF) on its antigenomic strand. This structure is distinct from those of circoviruses. The genomic sizes of TTV and CAV are different, 3.8 kb and 2.3 kb, respectively. While the spectrum of the TTV genome is enormously diverse, that of the CAV genome is quite narrow. Although a 36-nt stretch near the replication origin of TA278 TTV possesses more than 80% similarity to that of CAV, the sequence of the other genomic regions does not exhibit a significant similarity. Nevertheless, the relative allocation of ORFs on each frame in these viruses mimics each other. Three or more messenger RNA (m-RNAs) are generated by transcription in both of them. The structural protein with the replicase domain is coded for by frame I in each virus, and a nonstructural protein with a phosphatase domain is coded for by frame 2. A protein on frame 3 in each virus induces apoptosis in transformed cells. Recently, we confirmed that apoptin is necessary for the replication of CAV. TTV has been proposed to constitute a new family, Anelloviridae. Considering these similarities and dissimilarities between CAV and TTV, it seems more reasonable to place CAV, the only member of genus Gyrovirus, into Anelloviridae together with TTV, or into a new independent family.				Prasetyo, Afiono Agung/0000-0003-1735-1504										0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103947	19230562			Apoptosis-Inducing Proteins in Chicken Anemia Virus and TT Virus		de Smit, M. H.; Noteborn, M. H. M. (m.noteborn@chem.leidenuniv.nl)			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		131-149	131	149							Torque teno viruses (TTVs) share several genomic similarities with the chicken anemia virus (CAV). CAV encodes the protein apoptin that specifically induces apoptosis in (human) tumor cells. Functional studies reveal that apoptin induces apoptosis in a very broad range of (human) tumor cells. A putative TTV open reading frame (ORF) in TTV genotype 1, named TTV apoptosis inducing protein (TAIP), it induces, like apoptin, p53-independent apoptosis in various human hepatocarcinoma cell lines to a similar level as apoptin. In comparison to apoptin, TAIP action is less pronounced in several analyzed human non-hepatocarcinoma-derived cell lines. Detailed sequence analysis has revealed that the TAIP ORF is conserved within a limited group of the heterogeneous TTV population. However, its N-terminal half, N-TAIP, is rather well conserved in a much broader set of TTV isolates. The similarities between apoptin and TAIP, and their relevance for the development and treatment of diseases is discussed.														0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103948	19230563			Chicken Anemia Virus		Schat, K. A. (kas24@comell.edu)			De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331		151-183	151	183							Chicken anemia virus (CAV), the only member of the genus Gyrovirus of the Circoviridae, is a ubiquitous pathogen of chickens and has a worldwide distribution. CAV shares some similarities with Torque teno virus (TTV) and Torque teno mini virus (TTMV) such as coding for a protein inducing apoptosis and a protein with a dual-specificity phosphatase. In contrast to TTV, the genome of CAV is highly conserved. Another important difference is that CAV can be isolated in cell culture. CAV produces a single elements. Transcription is enhanced by estrogen and repressed by at least two other transcription factors, one of which is COUP-TF1. A remarkable feature of CAV is that the virus can remain latent in gonadal tissues in the presence or absence of virus-neutralizing antibodies. In contrast to TTV, CAV can cause clinical disease and subclinical immunosuppression especially affecting CD8(+) T lymphocytes. Clinical disease is associated with infection in newly hatched chicks lacking maternal antibodies or older chickens with a compromised humoral immune response.														0070-217X(print)			978-3-540-70971-8(H)																	
S	BCI:BCI200900103950				TT Viruses - The Still Elusive Human Pathogens					De Villiers, EM; ZurHausen, H						TT Viruses - The Still Elusive Human Pathogens	Current Topics in Microbiology and Immunology	2009		331											This 228-page book presents and describes TT Viruses-The Still Elusive Human Pathogens, in which it reviews an overview of recent progress in the understanding of magnetic properties in nanoscale through recent results of various theoretical and experimental investigations. The book highlights wide range of physical aspects, together with theoretical and experimental methods. The book is organized into 11 individually authored chapters. The first chapter deals with history of discoveries and pathogenicity of TT viruses. The second chapter describes classification of TTV and related viruses (Anelloviruses). The third chapter deals with TT viruses in animals. Remaining chapters include replication of and protein synthesis by TT viruses, immunobiology of the Torque Teno viruses and other Anelloviruses, intragenomic rearrangement in TT viruses, TT viruses, oncogenic or tumor-suppressive properties, relationship of Torque Teno virus to Chicken anemia virus, apoptosis-inducing proteins in Chicken anemia virus and TT virus, Chicken anemia virus, and Gemini virus. The book highlights a list of contributors and their respective institutions. Each chapter contains a list of references. The text is written in English and indexed by subject with tables. Users of this book will include clinical virologists, immunologists, and microbiologists.														0070-217X(print)			978-3-540-70971-8(H)																	
J	BCI:BCI200900047253	18947848			Expression of all six human Torque teno virus (TTV) proteins in bacteria and in insect cells, and analysis of their IgG responses		Kakkola, Laura (laura.kakkola@helsinki.fi) ; Bonden, Heidi (heidi.bonden@nextbiomed.com) ; Hedman, Lea (lea.hedman@helsinki.fi) ; Kivi, Niina (niina.kivi@helsinki.fi) ; Moisala, Susanna (mmoisala@cc.hut.fi) ; Julin, Jaakko (jaako.julin@uta.fi) ; Yla-Liedenpohja, Jussi (jylalied@mappi.helsinki.fi) ; Miettinen, Simo (simo.miettinen@helsinki.fi) ; Kantola, Kalle (kalle.kantola@helsinki.fi) ; Hedman, Klaus (klaus.hedman@helsinki.fi) ; Soderlund-Venermo, Maria (maria.soderlund-venermo@helsinki.fi)									Virology		2008	DEC 20 2008	382	2	182-189	182	189							Torque teno virus (TTV) is a non-enveloped human virus with a circular (similar to 3800 nt) ssDNA genome. TTV transcription results in three Viral mRNAs and six proteins, the function or antigenicity of which are unknown.The six open reading frames of TTV genotype 6 were expressed in bacteria and insect cells. Expression of the ORF1/1-encoded protein was inefficient, while expression of the others was Successful, with ORFI and ORF1/2 as arginine-rich region depleted.All six recombinant TTV proteins were antigenic. of healthy adults, 11/25 (44%) showed strong IgG reactivity with one or more proteins. Four Subjects, two Of Whom Were genotype-6-DNA positive, were followed. One of the latter showed concurrently a strong IgG response against the ORF1 protein. The other showed appearance of IgG against the ORF2 protein concomitantly with resolution of the genotype-6 viremia. The genotype-6 sequences remained Unaltered for years, suggesting that some mechanisms other than amino acid substitutions play a role in TTV immune evasion. (C) 2008 Elsevier Inc. All rights reserved			Soderlund-Venermo, Maria/AAX-2112-2020	Kakkola, Laura/0000-0001-9271-4059; Hedman, Klaus/0000-0003-1779-7960										0042-6822	****-****	10.1016/j.virol.2008.09.012																		
J	BCI:BCI200900008909	19149109			FIRST DESCRIPTION OF SWINE TORQUE TENO VIRUS (TTV) AND DETECTION OF A NEW GENOGROUP IN HUNGARY: SHORT COMMUNICATION		Takacs, Maria (takacs.maria@oek.antsz.hu) ; Dencs, Agnes; Csiszar, Csenge; Hettmann, Andrea; Rusvai, Erzsebet; Szomor, Katalin N.; Palfi, Vilmos; Nagy, Bela									Acta Veterinaria Hungarica		2008	DEC 2008	56	4	547-553	547	553							Torque teno virus (TTV) belongs to the floating genus of Anellovirus. It was discovered in a human patient, and later it was also found in animals including pigs. The aim of this study was to investigate the presence and estimate the prevalence of swine TTV in Hungarian pig herds for the first time, and to characterise the viruses found. Serum samples of 82 adult swine from 13 piggeries and 44 weaned pigs from one large herd were tested by PCR for the presence of TTV DNA. Viral DNA was found in 30% of the adult swine and 73% of the weaned pigs tested. Liver and intestine of weaned pigs were also tested and found to be infected at a lower rate. The TTV sequences found in sera and intestines were similar and could be clustered as swine genogroup 1. However, the sequences derived from one liver were remarkably different from all other known genogroups and seemed to represent a new genogroup.														0236-6290		10.1556/AVet.56.2008.4.12																		
J	BCI:BCI200900048077	19046007			Evaluation of Mycoplasma hyopneumoniae bacterins for porcine torque teno virus DNAs		Krakowka, Steven; Ringler, Susan S.; Arumugam, Prakash; McKillen, John; McIntosh, Kathy; Hartunian, Catherine; Hamberg, Alexander; Rings, Michael; Allan, Gordon; Ellis, John A.									AMERICAN JOURNAL OF VETERINARY RESEARCH		2008	DEC 2008	69	12	1601-1607	1601	1607							Objective-TO determine whether commercial Mycoplasma hyopneumoniae bacterins sold for use in swine contain porcine torque teno virus (TTV).Sample Population-22 commercially available M hyopneumoniae bacterins.Procedures-Direct and nested. PCR assays for genogroup-specific TTV DNAs were performed on serials of M hyopneumoniae bacterins by use of published and custom-designed primer pairs at 3 laboratories in North America and Europe.Results-Of the 22 bacterins tested by use of direct and nested PCR assays, 7 of 9 from the United States, 2 of 5 from Canada, and 4 of 8 from Europe contained genogroup 1 - and genogroup 2-TTV DNAs. In some bacterins, the TTV DNAs were readily detected by use of direct PCR assays.Conclusions and Clinical Relevance-Analysis of these data indicated that many of the commercially available M hyopneumoniae bacterins were contaminated with TTV DNA. It is possible that some of these bacterins could inadvertently transmit porcine TTV infection to TTV-naive swine. (Am J Vet Res 2008;69:1601-1607)														0002-9645	1943-5681	10.2460/ajvr.69.12.1601																		
J	BCI:BCI200900048078	19046008			Effect of coinfection with genogroup 1 porcine torque teno virus on porcine circovirus type 2-associated postweaning multisystemic wasting syndrome in gnotobiotic pigs		Ellis, John A.; Allan, Gordon; Krakowka, Steven									AMERICAN JOURNAL OF VETERINARY RESEARCH		2008	DEC 2008	69	12	1608-1614	1608	1614							Objective-To determine whether genogroup 1 porcine torque teno virus (g1-TTV) can potentiate clinical disease associated with porcine circovirus type 2 (PCV2).Sample population-33 gnotobiotic baby pigs.Procedures-Pigs were allocated into 7 groups: group A, 5 uninoculated control pigs from 3 litters; group B, 4 pigs oronasally inoculated with PCV2 alone;, group C, 4 pigs inoculated IP with first-passage g1-TTV alone-, group D, 4 pigs inoculated IP with fourth-passage g1-TTV alone-, group E, 6 pigs inoculated IP with first-passage g1-TTV and then oronasally inoculated with PCV2 7 days later; group F, 6 pigs inoculated IP with fourth-passage g1-TTV and then inoculated oronasally with PCV2 7 days later-, and group G, 4 pigs inoculated oronasally with PCV2 and then inoculated IP with fourth-passage g1-TTV 7 days later.Results-6 of 12 pigs inoculated with g1-TTV prior to PCV2 developed acute onset of post-weaning multisystemic wasting syndrome (PMWS). None of the pigs inoculated with g1-TTV alone or PCV2 alone or that were challenge exposed to g1-TTV after establishment of infection with PCV2 developed clinical illness. Uninoculated control pigs remained healthy.Conclusions and Clinical Relevance-These data implicated g1-TTV as another viral infection that facilitates PCV2-induced PMWS. This raises the possibility that torque teno viruses in swine may contribute to disease expression currently associated with only a single infectious agent. (Am J Vet Res 2008;69:1608-1614)														0002-9645	1943-5681	10.2460/ajvr.69.12.1608																		
J	BCI:BCI200900048079	19046009			Evaluation of induction of porcine dermatitis and nephropathy syndrome in gnotobiotic pigs with negative results for porcine circovirus type 2		Krakowka, Steven; Hartunian, Catherine; Hamberg, Alexander; Shoup, David; Rings, Michael; Zhang, Yan; Allan, Gordon; Ellis, John A.									AMERICAN JOURNAL OF VETERINARY RESEARCH		2008	DEC 2008	69	12	1615-1622	1615	1622							Objective-To determine whether porcine dermatitis and nephropathy syndrome (PDNS) could be experimentally induced in gnotobiotic swine.Sample Population-Plasma samples from 27 sows and 20 conventional weaned piglets were obtained, and 30 gnotobiotic pigs were used in experiments.Procedures-3 experiments were conducted. Groups of 3-day-old gnotobiotic pigs were inoculated with pooled plasma samples obtained from healthy feeder pigs in a herd that was in the initial phases of an outbreak of respiratory disease; gross and histologic lesions of PDNS were detected in the inoculated pigs. In a second experiment, 2- and 3-day-old gnotobiotic pigs were inoculated with porcine reproductive respiratory syndrome virus (PRRSV) and with PRRSV-negative tissue homogenate containing genogroup 1 torque teno virus (g1-TTV). Lesions of PDNS were detected.Results-Pigs inoculated with pooled plasma or the combination of tissue-culture-origin PRRSV and g1-TTV tissue homogenate developed systemic hemostatic defects, bilaterally symmetric cutaneous hemorrhages, generalized edema, icterus, bilaterally symmetric renal cortical hemorrhage, dermal vasculitis with hemorrhage, and interstitial pneumonia consistent with a clinical and pathologic diagnosis of PDNS. The PRRSV RNAs and g1-TTV DNAs were detected in plasma; all pigs seroconverted to PRRSV, and all had negative results for porcine circovirus type 2 when tested by use of PCR assays.Conclusions and Clinical Relevance-These data suggested that PDNS is a manifestation of disseminated intravascular coagulation in swine. For the. experimental conditions reported here, combined infection with g1-TTV and PRRSV was implicated in the genesis of these lesions. (Am J Vet Res 2008;69:1615-1622)														0002-9645	1943-5681	10.2460/ajvr.69.12.1615																		
J	BCI:BCI200900048080	19046010			Evaluation of the effects of porcine genogroup 1 torque teno virus in gnotobiotic swine		Krakowka, Steven; Ellis, John A.									AMERICAN JOURNAL OF VETERINARY RESEARCH		2008	DEC 2008	69	12	1623-1629	1623	1629							Objective-To determine whether porcine genogroup 1 torque teno virus (g1-TTV) can infect and cause disease in gnotobiotic swine.Sample Population-20 conventional baby pigs and 46 gnotobiotic baby pigs.Procedures-Porcine g1-TTV was transmitted from conventional swine to gnotobiotic pigs via pooled leukocyte-rich plasmas (n = 18) that had positive results for g1-TTV DNA. Bone marrow-liver homogenates that had positive results for torque teno virus (TTV) were used in 4 serial passages in gnotobiotic pigs (2 pigs/passage). A pathogenesis experiment was conducted with in vivo passages of g1-TTV in various groups of gnotobiotic pigs.Results-All g1-TTV inoculated pigs had no clinical signs but developed interstitial pneumonia, transient thymic atrophy, membranous glomerulonephropathy, and modest lymphocytic to histiocytic infiltrates in the liver after inoculation with the TTV-containing tissue homogenate; these changes were not detected in uninoculated control pigs or pigs injected with tissue homogenate devoid of TTV DNAs. In situ hybridization was used to identify g1-TTV DNAs in bone marrow mononuclear cells.Conclusions and Clinical Relevance-Analysis of these data revealed that porcine g1-TTV was readily transmitted to TTV-naive swine and that infection was associated with characteristic pathologic changes in gnotobiotic pigs inoculated with g1-TTV. Thus, g1-TTV could be an unrecognized pathogenic viral infectious agent of swine. This indicated a directly associated induction of lesions attributable to TTV infection in swine for a virus of the genus Anellovirus. (Am J Vet Res 2008;69:1623-1629)														0002-9645	1943-5681	10.2460/ajvr.69.12.1623																		
J	BCI:BCI200900026033	18836012			Quantification and Genotyping of Torque Teno Virus at a Wastewater Treatment Plant in Japan		Haramoto, Eiji (eharamoto@yamanashi.ac.jp) ; Katayama, Hiroyuki; Ohgaki, Shinichiro									Applied and Environmental Microbiology		2008	DEC 2008	74	23	7434-7436	7434	7436							Torque teno virus (TTV) DNA was quantitatively detected in influent and effluent samples collected from a wastewater treatment plant in Japan, with the highest concentration being 4.8 x 10(4) copies/liter. Genogroup-specific nested PCR demonstrated that TTV of genogroup 3 was the most abundant in wastewater among the five genogroups tested.			Haramoto, Eiji/D-2301-2013	Haramoto, Eiji/0000-0002-0126-0651										0099-2240		10.1128/AEM.01605-08																		
J	BCI:BCI200800705980	18799180			Gene expression of the human Torque Teno Virus isolate P/1C1		Weller, Bettina; Maerz, Alexander; Doberstein, Kai; Finsterbusch, Tirn; Mankertz, Annette (mankertza@rki.de)									Virology		2008	NOV 10 2008	381	1	36-45	36	45							Torque Teno Virus (TTV) has been assigned to the floating genus Anellovirus. TTV ssDNA genomes have a size of 3.6 to 3.8 kb and display up to 30% nucleotide diversity, The pathogenic potential Of TTV is Under investigation. To address a putative link of pathogenicity with the observed sequence variations, the transcription profile of P/1C1 (genogroup 1) isolated from a patient diseased with a non A-G hepatitis was analysed. Four mRNAs were identified, which encoded the seven proteins ORFI, ORF1/1, ORF1/2, ORF2, ORF2/2, ORF3 and ORF4. Expression of the ORF1 protein and its splice variant ORF1/1 in cell culture was detected by an ORF1-specific antiserum. Analysis of N-terminal tagged P/1C1-encoded proteins revealed that ORF1 ORF1/1 and ORF1/2 were localised in the nucleoli, ORF3 and ORF4 resided in the nucleoplasm, ORF2/2 appeared either in the nucleoli Or the whole nucleus while ORF2 was the only protein seen in the cytoplasm. (C) 2008 Elsevier Inc. All rights reserved.				Mankertz, Annette/0000-0002-0131-5739										0042-6822		10.1016/j.virol.2008.08.017																		
J	BCI:BCI200800651021	18656506			Unraveling the puzzle of human anellovirus infections by comparison with avian infections with the chicken anemia virus		Davidson, I. (iritd@moag.gov.il) ; Shulman, L. M. (Lester.Shulman@sheba.health.gov.il)									Virus Research		2008	OCT 2008	137	1	1-15	1	15							Current clinical Studies on human annelloviruses infections are directed towards finding an associated disease. In this review we have emphasized the many similarities between human anellovirus and avian circoviruses and the cell and tissue types infected by these pathogens. We have done this in Order to explore whether knowledge acquired from natural and experimental avian infections could reflect and be extrapolated to the less well-characterized human annellovirus infections. The knowledge gained from the avian system may provide suggestions for decoding the enigmatic human anellovirus infections, and finding the specific disease or diseases caused by these human anellovirus infections. Each additional parallelism between chicken anemia virus (CAV) and Torque teno virus (TTV) further strengthens this premise. As we have seen information from human infections can also be used to better understand avian infections as well. Increased attention must be focused on the "hidden" or unrecognized, seemingly asymptomatic effects of circovirus and anellovirus infections. Understanding the facilitating effectof these infections on disease progression caused by other pathogens may help to explain differences in outcorne of complicated poultry and human diseases. The final Course of a pathogenic infection is determined by variations in the state of health of the host before, during and after contact with a pathogen, in addition to the phenotype of the pathogen and host.The health burden of circoviridae and anellovirus infections may be underestimated, due to lack of awareness of the need to search past the predominant clinical effect of identified pathogens and look for modulation of cellular-based immunity caused by co-infecting circoviruses, and by analogy, human anneloviruses. (C) 2008 Elsevier B.V. All rights reserved.			Davidson, Irit/Q-4452-2019											0168-1702	1872-7492	10.1016/j.virusres.2008.06.014																		
